Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
02/15/2023,27135,7,Roseau County,MN,94.7,8749,57.7,8746,61.2,8547,66.7,8045,70,2627,95,8081,53.3,8080,56.5,662,23.7,7900,61.7,7418,64.5,2442,88.8,4328,53.6,4328,53.6,4306,54.5,4211,56.8,3318,69.5,1912,78.3,1775,53.5,1221,63.9,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,3,8,8,8,7,15165,14291,2794,12807,11497,2750,1853,13,1838,14.4,1815,15.8,1123,40.8
02/15/2023,08085,7,Montrose County,CO,97,24392,57,24316,60.1,23661,64.3,22528,66.9,9276,90,21922,51.3,21882,54,1557,22.9,21329,57.9,20325,60.3,8612,83.6,12510,57.1,12510,57.2,12420,58.2,12167,59.9,9430,69.1,6315,73.3,5363,56.9,3930,62.2,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,12,12,12,11,8,8,8,7,42758,40492,6800,36823,33692,10302,5794,14.3,5750,15.6,5688,16.9,3719,36.1
02/15/2023,54021,7,Gilmer County,WV,97.1,5281,67.5,5277,69.9,5219,73.8,5056,75.4,1272,91.8,4891,62.5,4888,64.8,193,22.8,4839,68.4,4695,70,1198,86.4,2362,48.3,2362,48.3,2348,48.5,2311,49.2,1516,63.4,858,71.6,689,45.4,447,52.1,B,6,6,5,7,7,8,Non-metro,6,6,5,7,7,8,7,7,7,7,7,7,7,7,7823,7548,845,7076,6703,1386,783,10.4,781,11,776,11.6,386,27.8
02/15/2023,48073,7,Cherokee County,TX,98.9,24058,45.7,24036,49.1,23521,53.6,22340,56.8,6858,72.6,21189,40.2,21185,43.2,1421,14.7,20777,47.4,19764,50.3,6331,67,8506,40.1,8506,40.2,8481,40.8,8378,42.4,6361,53.7,4025,63.6,2463,38.7,1698,42.2,D,13,13,13,13,14,15,Non-metro,5,5,5,5,6,7,15,15,15,14,7,7,7,6,52646,48988,9669,43874,39319,9444,2336,4.8,2325,5.3,2297,5.8,1456,15.4
02/15/2023,46047,7,Fall River County,SD,96.7,5118,76.2,5108,79.1,5049,84,4889,87.5,2270,95,4344,64.7,4341,67.3,152,17.5,4295,71.5,4189,75,2057,95,1524,35.1,1524,35.1,1515,35.3,1493,35.6,1294,40.4,981,47.7,725,56,601,61.3,C,10,11,9,11,11,12,Non-metro,6,7,5,7,7,8,10,10,10,9,6,6,6,5,6713,6454,868,6011,5586,2007,1006,15.6,998,16.6,987,17.7,697,34.7
02/15/2023,06009,7,Calaveras County,CA,97.7,26277,57.2,26242,59.8,25855,63.2,24927,65.5,10742,83.5,20768,45.2,20751,47.3,977,16.9,20456,50,19774,51.9,8979,69.8,11279,54.3,11279,54.4,11237,54.9,11036,55.8,9106,61.8,6057,67.5,4672,51.3,3430,56.6,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,8,8,8,7,8,8,8,7,45905,43850,5773,40910,38077,12866,7142,16.3,7121,17.4,7043,18.5,4681,36.4
02/15/2023,30017,7,Custer County,MT,95.9,5760,50.5,5755,53.6,5655,57.4,5408,59.8,1978,83.8,5194,45.6,5190,48.3,289,17.1,5104,51.8,4901,54.2,1855,78.6,2622,50.5,2622,50.5,2616,51.3,2575,52.5,2018,63,1311,70.7,955,47.3,694,52.9,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,8,8,8,7,8,8,8,7,11402,10741,1694,9855,9047,2360,1199,11.2,1197,12.1,1182,13.1,724,30.7
02/15/2023,29063,7,DeKalb County,MO,91.3,4094,32.6,4085,34.1,4041,36.3,3913,37.6,1345,64.7,3645,29.1,3643,30.4,147,9.3,3608,32.4,3496,33.6,1219,58.7,1668,45.8,1668,45.8,1663,46.1,1640,46.9,1346,57.7,842,69.1,604,44.9,439,52.1,A,1,1,1,1,1,2,Metro,1,1,1,1,1,2,3,3,3,3,3,3,3,3,12547,11984,1580,11120,10404,2078,703,5.9,700,6.3,697,6.7,458,22
02/15/2023,13141,7,Hancock County,GA,88.8,4722,55.8,4702,57.6,4610,60.1,4371,60.9,1521,75.5,4230,50,4226,51.8,268,27.1,4153,54.2,3958,55.2,1394,69.2,2103,49.7,2103,49.8,2100,50.6,2065,52.2,1634,63.3,992,71.2,753,46.1,511,51.5,D,14,14,13,14,14,15,Non-metro,6,6,5,6,6,7,15,16,16,15,7,8,8,7,8457,8165,990,7666,7175,2015,828,10.1,825,10.8,816,11.4,468,23.2
02/15/2023,09005,7,Litchfield County,CT,98.2,167236,92.7,166283,95,160710,95,149960,95,46299,95,141544,78.5,140944,81.5,13683,54.9,136248,84.8,127261,86,38931,95,81709,57.7,81645,57.9,80618,59.2,77251,60.7,54369,69.3,29912,76.8,29850,54.9,19360,64.7,A,3,4,4,4,4,4,Non-metro,7,8,8,8,8,8,4,4,4,3,8,8,8,7,180333,172886,24926,160696,147960,39654,41469,24,40892,25.4,39730,26.9,21172,53.4
02/15/2023,72039,7,Ciales Municipio,PR,97.8,14860,94,14826,95,13745,95,12535,95,3164,94.1,13957,88.3,13950,91.9,2110,92.4,12980,92.1,11840,91.8,3006,89.4,9468,67.8,9468,67.9,9341,72,8555,72.3,4879,79,2467,82.1,1890,38.7,1135,46,D,16,16,16,16,16,16,Metro,4,4,4,4,4,4,16,16,16,16,4,4,4,4,15808,15186,2283,14098,12903,3361,1407,9.3,1395,9.9,1355,10.5,710,21.1
02/15/2023,05019,7,Clark County,AR,92.1,13214,59.2,13195,62.4,12841,65.9,11969,66.2,3648,95,11386,51,11376,53.8,963,31.4,11124,57.1,10413,57.6,3300,87.9,5336,46.9,5335,46.9,5309,47.7,5195,49.9,3876,64.2,2464,74.7,1968,50.8,1426,57.9,D,14,14,14,14,14,16,Non-metro,6,6,6,6,6,8,15,15,15,15,7,7,7,7,22320,21146,3064,19472,18082,3753,2142,10.1,2129,10.9,2104,11.6,1336,35.6
02/15/2023,21191,7,Pendleton County,KY,94.1,7315,50.1,7295,53.4,7119,57.2,6711,59.6,2161,89.9,6643,45.5,6637,48.5,501,20.8,6493,52.2,6136,54.5,2038,84.8,3474,52.3,3474,52.3,3444,53,3344,54.5,2628,65.5,1535,75.3,1244,47.3,837,54.5,B,5,5,5,6,6,8,Metro,1,1,1,2,2,4,8,8,8,7,4,4,4,3,14590,13672,2408,12442,11264,2403,1465,10.7,1448,11.6,1414,12.6,791,32.9
02/15/2023,20191,7,Sumner County,KS,93.9,11503,50.4,11490,53.5,11280,58.6,10662,61.7,3541,80.8,10380,45.5,10375,48.3,721,17.1,10201,53,9654,55.9,3278,74.8,4832,46.6,4831,46.6,4814,47.2,4727,49,3615,60.8,2282,69.6,1873,51.8,1351,59.2,B,5,5,5,6,6,7,Metro,1,1,1,2,2,3,7,7,7,7,3,3,3,3,22836,21491,4208,19264,17283,4383,2232,10.4,2222,11.5,2197,12.7,1408,32.1
02/15/2023,42131,7,Wyoming County,PA,94.9,19736,73.7,19669,77.2,19221,81.7,18211,84.3,6381,95,17115,63.9,17066,67,1317,33.9,16656,70.8,15749,72.9,5565,94.9,8785,51.3,8782,51.5,8701,52.2,8444,53.6,6545,63.9,3947,70.9,3039,46.4,2154,54.6,A,2,3,2,3,3,4,Metro,2,3,2,3,3,4,4,4,4,3,4,4,4,3,26794,25476,3880,23525,21596,5862,3631,14.3,3596,15.3,3536,16.4,2198,37.5
02/15/2023,20093,7,Kearny County,KS,93.9,2445,63.7,2441,68.7,2346,75.9,2199,80.4,532,84.2,2154,56.1,2153,60.6,203,24.8,2072,67,1950,71.3,504,79.7,921,42.8,921,42.8,895,43.2,878,45,587,61.2,352,69.8,288,49.1,210,59.7,B,6,6,5,7,7,7,Non-metro,6,6,5,7,7,7,7,7,7,7,7,7,7,7,3838,3551,817,3092,2734,632,381,10.7,366,11.8,356,13,194,30.7
02/15/2023,05009,7,Boone County,AR,92.1,17711,47.3,17686,50.3,17358,54.5,16411,56.8,6305,80.4,14886,39.8,14877,42.3,937,14.9,14663,46,13940,48.3,5490,70,6709,45.1,6709,45.1,6678,45.5,6567,47.1,5276,57,3592,65.4,2358,44.7,1800,50.1,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,7,7,7,7,7,7,7,7,37432,35180,6290,31850,28890,7841,2743,7.8,2730,8.6,2708,9.4,1844,23.5
02/15/2023,45077,7,Pickens County,SC,93,69593,54.8,69302,57.4,67604,60.6,64173,62.1,20251,95,61243,48.3,61103,50.6,4456,25.6,59688,53.5,56647,54.9,18520,87.2,28966,47.3,28960,47.4,28689,48.1,27877,49.2,20308,60.5,13110,70.8,9501,46.8,6831,52.1,C,9,10,9,10,10,12,Metro,1,2,1,2,2,4,11,11,11,11,3,3,3,3,126884,120693,17435,111592,103258,21240,12101,10,11968,10.7,11702,11.3,6685,31.5
02/15/2023,01049,7,DeKalb County,AL,92.6,30850,43.1,30818,45.8,30367,50.1,28794,52.9,9321,74,25163,35.2,25150,37.4,1523,11.9,24824,41,23627,43.4,7901,62.7,9853,39.2,9853,39.2,9825,39.6,9689,41,7757,52.6,4920,62.3,2869,37,2102,42.7,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,10,10,11,10,6,6,7,6,71513,67244,12852,60601,54392,12601,2982,4.4,2979,4.9,2948,5.4,1859,14.8
02/15/2023,22083,7,Richland Parish,LA,96.9,9870,49.1,9865,52.2,9704,56.9,9225,59.7,3031,83.2,8866,44.1,8865,47,536,15.7,8741,51.3,8329,53.9,2854,78.3,3707,41.8,3707,41.8,3698,42.3,3640,43.7,2985,55.2,1822,63.8,970,32.5,674,37,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,15,15,15,14,7,7,7,6,20122,18881,3422,17054,15459,3644,843,4.5,841,4.9,836,5.4,536,14.7
02/15/2023,27125,7,Red Lake County,MN,94.7,2519,62.1,2513,66,2431,71.2,2265,73.6,826,94.5,2352,58,2351,61.7,228,31.1,2279,66.8,2123,69,781,89.4,1197,50.9,1197,50.9,1193,52.3,1168,55,893,64.6,565,72.3,438,49,325,57.5,A,2,2,2,3,3,4,Non-metro,6,6,6,7,7,8,4,4,4,3,8,8,8,7,4055,3810,733,3412,3077,874,503,13.2,498,14.6,494,16.1,339,38.8
02/15/2023,29025,7,Caldwell County,MO,91.3,4151,46,4139,48.6,4056,52.6,3840,55.5,1420,78.4,3650,40.5,3646,42.8,239,14.9,3592,46.6,3407,49.2,1295,71.5,1757,48.1,1757,48.2,1743,48.5,1717,50.4,1400,61.7,909,70.2,642,45.9,468,51.5,B,5,5,5,5,5,7,Metro,1,1,1,1,1,3,7,7,8,7,3,3,4,3,9020,8524,1601,7711,6923,1811,707,8.3,698,9.1,695,10,454,25.1
02/15/2023,47019,7,Carter County,TN,97.8,26776,47.5,26735,49.6,26319,52.6,25142,54.4,9271,73.5,23569,41.8,23553,43.7,1344,17.4,23219,46.4,22209,48.1,8490,67.3,10923,46.3,10923,46.4,10873,46.8,10647,47.9,8455,56.6,5443,64.1,3547,42,2553,46.9,C,9,9,9,9,9,11,Metro,1,1,1,1,1,3,11,11,11,10,3,3,3,2,56391,53909,7708,50043,46201,12615,3460,6.4,3447,6.9,3387,7.3,2155,17.1
02/15/2023,51009,7,Amherst County,VA,78.2,16896,53.5,16868,56.3,16567,60,15712,61.6,5450,79.8,15053,47.6,15037,50.2,1002,22.4,14793,53.6,14035,55.1,5035,73.8,6356,42.2,6356,42.3,6322,42.7,6176,44,4781,51.8,2977,59.1,2352,49.2,1670,56.1,B,5,6,5,6,6,7,Metro,1,2,1,2,2,3,7,7,7,6,3,3,3,2,31605,29967,4476,27593,25491,6827,2581,8.6,2564,9.3,2528,9.9,1603,23.5
02/15/2023,48075,7,Childress County,TX,98.9,3784,51.8,3780,54.2,3740,58.2,3572,60.4,816,70,3489,47.8,3487,50,177,16.8,3459,53.9,3310,55.9,765,65.7,1520,43.6,1520,43.6,1518,43.9,1509,45.6,760,51.4,453,59.2,253,33.3,156,34.4,C,9,10,9,10,10,11,Non-metro,5,6,5,6,6,7,11,11,11,10,7,7,7,6,7306,6973,1055,6421,5918,1165,286,4.1,286,4.5,285,4.8,132,11.3
02/15/2023,08075,7,Logan County,CO,97,9365,41.8,9359,44,9207,46.7,8841,48.1,2983,73.5,8816,39.3,8811,41.4,479,16.6,8684,44,8332,45.3,2926,72.1,4380,49.7,4380,49.7,4360,50.2,4294,51.5,3277,64.9,2076,71,1585,48.4,1121,54,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,11,12,12,11,7,8,8,7,22409,21277,2882,19715,18395,4056,1709,8,1696,8.6,1687,9.2,1034,25.5
02/15/2023,20011,7,Bourbon County,KS,93.9,6136,42.2,6125,45.1,6002,49.6,5659,52.3,2136,72.7,5583,38.4,5577,41.1,408,14.8,5475,45.2,5169,47.8,1998,68,3025,54.2,3025,54.2,3014,55.1,2931,56.7,2265,68,1521,76.1,1367,60.4,1034,68,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,12,12,12,11,8,8,8,7,14534,13575,2751,12105,10824,2940,1599,11.8,1595,13.2,1568,14.5,1015,34.5
02/15/2023,13115,7,Floyd County,GA,88.8,48595,49.3,48420,52.3,47200,56.3,44290,58.4,13544,80.7,43398,44.1,43319,46.8,3488,20.9,42338,50.5,39831,52.5,12567,74.9,18845,43.4,18844,43.5,18628,44,18092,45.4,13220,56.8,8208,65.3,5762,43.6,4153,50.6,D,13,13,13,14,14,15,Metro,1,1,1,2,2,3,15,15,15,15,3,3,3,3,98498,92598,16701,83835,75897,16779,6636,7.2,6554,7.8,6392,8.4,3881,23.1
02/15/2023,49029,7,Morgan County,UT,97.7,7813,64.4,7785,69.1,7355,77.1,6444,81.3,1509,95,6810,56.2,6802,60.4,1121,33.6,6466,67.8,5681,71.7,1359,94,3030,44.5,3029,44.5,2984,46.1,2806,49.4,1781,64.4,984,72.4,783,44,497,50.5,A,2,2,2,3,3,4,Metro,2,2,2,3,3,4,3,3,3,3,3,3,3,3,12124,11265,3338,9537,7927,1445,1162,10.3,1137,11.9,1078,13.6,549,38
02/15/2023,48229,7,Hudspeth County,TX,98.9,3991,81.7,3957,85.6,3663,87.3,3305,85.4,549,70.8,3345,68.5,3344,72.4,511,68,3125,74.5,2833,73.2,474,61.2,1211,36.2,1211,36.2,1191,38.1,1147,40.5,643,61.1,316,66.7,242,37.6,140,44.3,D,15,15,16,15,15,14,Metro,3,3,4,3,3,2,14,14,15,15,2,2,3,3,4886,4620,751,4196,3869,775,381,8.2,376,9,363,9.4,124,16
02/15/2023,28071,7,Lafayette County,MS,98.1,33969,62.9,33840,66,32819,69.2,30922,70.3,6743,93.5,30508,56.5,30446,59.4,2566,35.3,29544,62.3,27880,63.3,6299,87.4,13314,43.6,13312,43.7,13162,44.6,12763,45.8,7721,62.9,4492,71.3,3550,46,2327,51.8,B,6,6,6,6,6,8,Non-metro,6,6,6,6,6,8,7,7,7,7,7,7,7,7,54019,51273,7262,47406,44011,7211,4117,8,4076,8.6,3978,9,1898,26.3
02/15/2023,32031,7,Washoe County,NV,95.1,368501,78.2,366319,82.5,352935,87.2,328994,88.7,83722,95,317623,67.4,316367,71.2,32038,43.7,304979,75.3,284329,76.6,74000,93.2,154988,48.8,154974,49,152544,50,146319,51.5,93172,64.1,52770,71.3,51271,55,33613,63.7,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,471519,444255,73266,404907,370989,79377,76763,17.3,75301,18.6,73087,19.7,35011,44.1
02/15/2023,48441,7,Taylor County,TX,98.9,82343,59.7,82111,64.2,79695,69.5,74674,72,18921,94,70987,51.4,70934,55.5,6034,25,69122,60.3,64900,62.5,17156,85.2,27479,38.7,27476,38.7,27248,39.4,26708,41.2,18473,55.9,11161,65.1,8648,46.8,5998,53.7,D,14,14,13,14,14,16,Metro,2,2,1,2,2,4,14,14,15,15,2,2,3,3,138034,127909,24125,114646,103784,20131,11229,8.8,11129,9.7,10941,10.5,6044,30
02/15/2023,26089,7,Leelanau County,MI,94.2,19419,89.2,NA,NA,NA,NA,NA,NA,NA,NA,18250,83.9,18221,87.4,1296,50,17930,91.6,16925,92.7,6799,95,10904,59.7,10902,59.8,10821,60.4,10495,62,7981,70,5306,78,1876,23.5,1415,26.7,A,4,4,4,4,4,4,Non-metro,8,8,8,8,8,8,4,4,4,3,8,8,8,7,21761,20859,2592,19565,18267,6956,1662,8,1618,8.3,1569,8.6,811,11.7
02/15/2023,20025,7,Clark County,KS,93.9,1027,51.5,1021,54.7,997,59.3,942,62.8,362,84.6,955,47.9,950,50.9,72,19.7,929,55.3,878,58.5,341,79.7,507,53.1,507,53.4,501,53.9,491,55.9,363,63.2,242,71,165,45.5,126,52.1,A,1,2,1,2,2,3,Non-metro,5,6,5,6,6,7,4,4,4,3,8,8,8,7,1994,1867,366,1681,1501,428,163,8.7,162,9.6,162,10.8,102,23.8
02/15/2023,20003,7,Anderson County,KS,93.9,3901,49.6,3897,53.1,3819,58.4,3624,62.1,1366,81,3546,45.1,3545,48.3,231,15.5,3483,53.2,3314,56.8,1276,75.6,1980,55.8,1980,55.9,1977,56.8,1923,58,1484,69.1,969,75.9,883,59.5,663,68.4,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,8,8,8,7,8,8,8,7,7858,7333,1495,6543,5838,1687,931,12.7,930,14.2,919,15.7,617,36.6
02/15/2023,16035,7,Clearwater County,ID,97.7,4397,50.2,4391,52,4342,54.7,4205,57,2075,84.7,3894,44.5,3892,46.1,162,15.2,3847,48.5,3730,50.6,1883,76.8,2005,51.5,2005,51.5,1996,51.9,1972,52.9,1737,59.3,1235,65.6,839,48.3,660,53.4,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,12,12,12,11,8,8,8,7,8756,8438,1064,7937,7374,2451,1004,11.9,1002,12.6,993,13.5,718,29.3
02/15/2023,13283,7,Treutlen County,GA,88.8,2862,41.5,2861,44,2825,48.1,2690,50.5,846,65.6,2493,36.1,2492,38.4,137,11.7,2464,42,2355,44.2,794,61.6,964,38.7,964,38.7,959,38.9,947,40.2,718,49.3,439,55.3,282,39.3,189,43.1,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,14,14,15,14,6,6,7,6,6901,6496,1167,5871,5329,1289,317,4.9,317,5.4,315,5.9,178,13.8
02/15/2023,19083,7,Hardin County,IA,97.3,10204,60.6,10189,63.7,9923,67.2,9456,69.7,3502,92.1,9613,57.1,9607,60,625,25.6,9376,63.5,8982,66.2,3423,90.1,5549,57.7,5549,57.8,5510,58.8,5407,60.2,4309,74.4,2864,83.7,2604,60.4,1998,69.8,A,2,2,1,2,3,4,Non-metro,6,6,5,6,7,8,4,4,4,4,8,8,8,8,16846,16003,2445,14762,13558,3801,2697,16.9,2683,18.2,2647,19.5,1833,48.2
02/15/2023,29177,7,Ray County,MO,91.3,10637,46.2,10617,49,10364,52.6,9780,54.8,3044,70.1,9505,41.3,9501,43.8,735,19.2,9293,47.2,8766,49.1,2799,64.4,5019,52.8,5019,52.8,4997,53.8,4887,55.7,3843,71.8,2337,83.5,2068,53.8,1479,63.3,A,1,1,1,1,1,2,Metro,1,1,1,1,1,2,4,4,4,4,4,4,4,4,23018,21686,3835,19685,17851,4343,2390,11,2378,12.1,2339,13.1,1439,33.1
02/15/2023,25025,7,Suffolk County,MA,90,804115,95,794137,95,759974,95,717082,95,107570,95,627985,78.1,622498,81.6,59928,66.5,596514,83.6,562570,83.7,90023,90.7,346039,55.1,345595,55.5,337122,56.5,322880,57.4,144353,71.1,70278,78.1,80969,56.1,45073,64.1,D,15,16,16,16,16,16,Metro,3,4,4,4,4,4,16,16,16,15,4,4,4,3,803907,762538,90168,713558,672370,99229,208112,27.3,202282,28.3,194686,29,51032,51.4
02/15/2023,18029,7,Dearborn County,IN,98.5,36642,74.1,36537,77.9,35818,83.8,34120,88.4,10763,95,32389,65.5,32347,69,2068,25,31782,74.4,30279,78.4,9863,95,14811,45.7,14811,45.8,14707,46.3,14358,47.4,11214,57.9,6764,68.6,4472,39.9,3209,47.4,A,3,3,1,3,3,4,Metro,3,3,1,3,3,4,3,3,3,3,3,3,3,3,49458,46886,8267,42734,38619,9064,4630,9.9,4593,10.7,4521,11.7,2662,29.4
02/15/2023,48353,7,Nolan County,TX,98.9,6813,46.3,6806,49.6,6668,54.6,6268,57.6,2211,80.8,6191,42.1,6190,45.1,418,14.7,6093,49.9,5772,53,2094,76.5,2762,44.6,2761,44.6,2751,45.2,2726,47.2,2204,58,1411,67.4,810,36.8,594,42.1,D,13,13,13,13,14,15,Non-metro,5,5,5,5,6,7,15,15,15,15,7,7,7,7,14714,13730,2845,12205,10885,2737,795,5.8,791,6.5,781,7.2,484,17.7
02/15/2023,22121,7,West Baton Rouge Parish,LA,96.9,16146,61,16090,65.4,15592,70.4,14450,71.9,3255,86.2,14565,55,14548,59.1,1355,30,14181,64,13193,65.7,3184,84.3,6175,42.4,6175,42.4,6121,43.2,5943,45,4330,61.1,2344,73.6,1792,41.4,1174,50.1,C,10,10,10,10,11,12,Metro,2,2,2,2,3,4,11,11,11,11,3,3,3,3,26465,24617,4523,22146,20094,3775,1751,7.1,1748,7.9,1724,8.6,933,24.7
02/15/2023,51007,7,Amelia County,VA,78.2,5168,39.3,5166,41.6,5156,45.3,4980,47.9,1885,71.5,4485,34.1,4484,36.1,139,6.9,4476,39.4,4345,41.8,1736,65.8,93,2.1,93,2.1,93,2.1,92,2.1,77,2.5,49,2.8,81,95,67,95,B,5,5,5,5,5,7,Metro,1,1,1,1,1,3,5,5,5,5,1,1,1,1,13145,12421,2016,11374,10405,2637,92,0.7,92,0.8,91,0.9,66,2.5
02/15/2023,UNK,7,Unknown County,LA,96.9,91491,NA,NA,NA,NA,NA,NA,NA,NA,NA,79116,NA,79108,NA,838,NA,78918,NA,78270,NA,30535,NA,23879,30.2,23878,30.2,23847,30.2,23776,30.4,20101,38.2,13713,44.9,3195,15.9,2306,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5656,NA,5625,NA,5593,NA,2762,NA
02/15/2023,05023,7,Cleburne County,AR,92.1,13575,54.5,13565,57,13354,60.8,12785,63.2,5636,83,11602,46.6,11597,48.7,619,17.3,11448,52.1,10978,54.3,5021,73.9,5715,49.3,5715,49.3,5704,49.8,5622,51.2,4829,60.7,3465,69,2213,45.8,1808,52.2,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,7,7,8,7,7,7,8,7,24919,23801,3579,21965,20222,6790,2395,10.1,2391,10.9,2376,11.7,1764,26
02/15/2023,37083,7,Halifax County,NC,96.8,35326,70.6,35226,74.6,34401,79.6,32663,82.9,11352,95,28429,56.8,28400,60.1,1860,23.7,27870,64.5,26540,67.4,9557,89.4,11691,41.1,11691,41.2,11636,41.8,11430,43.1,9336,52.4,5717,59.8,4098,43.9,2867,50.1,D,14,14,13,14,15,16,Non-metro,6,6,5,6,7,8,15,15,15,14,7,7,7,6,50010,47245,7854,43237,39391,10690,5152,10.9,5102,11.8,5023,12.8,3118,29.2
02/15/2023,16023,7,Butte County,ID,97.7,1454,56,1453,59.3,1424,64.6,1354,68.9,477,77.7,1310,50.4,1310,53.5,91,18.8,1284,58.3,1219,62,445,72.5,550,42,550,42,545,42.4,524,43,415,53.2,268,60.2,196,47.2,145,54.1,B,6,6,5,6,6,7,Metro,2,2,1,2,2,3,7,7,7,6,3,3,3,2,2597,2450,484,2204,1966,614,245,10,243,11,238,12.1,141,23
02/15/2023,26041,7,Delta County,MI,94.2,23760,66.4,NA,NA,NA,NA,NA,NA,NA,NA,22873,63.9,22862,67.2,1109,21.4,22590,72.2,21753,75.5,9215,95,12584,55,12584,55,12505,55.4,12257,56.3,9854,64.3,6401,69.5,4675,47.4,3362,52.5,B,6,7,5,7,7,8,Non-metro,6,7,5,7,7,8,8,8,8,7,8,8,8,7,35784,33999,5184,31295,28815,8893,4927,14.5,4883,15.6,4799,16.7,2962,33.3
02/15/2023,48277,7,Lamar County,TX,98.9,22791,45.7,22750,48.8,22375,53.3,21335,56,7603,78.2,20028,40.2,20014,42.9,1165,13.7,19735,47,18849,49.5,6967,71.6,8338,41.6,8338,41.7,8304,42.1,8198,43.5,6743,53.9,4349,62.4,2627,39,1961,45.1,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,15,15,15,14,7,7,7,6,49859,46604,8518,41963,38086,9726,2505,5.4,2494,5.9,2469,6.5,1670,17.2
02/15/2023,48501,7,Yoakum County,TX,98.9,4182,48,4174,52.6,4075,60.1,3807,64.9,866,83.8,3540,40.6,3539,44.6,265,12.8,3476,51.3,3274,55.8,781,75.6,1203,34,1203,34,1202,34.6,1190,36.3,842,48.4,457,58.5,204,24.2,132,28.9,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,6,6,6,6,6,6,6,6,8713,7930,2066,6781,5864,1033,205,2.6,205,3,201,3.4,110,10.6
