transcript	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0305292	3.99994	0	1.99998	0	0.999994	0
FBtr0343695	0	0	0	0	0	0
FBtr0343696	0	0	0	0	0	0
FBtr0308027	1	3	0	3	0	2
FBtr0088101	1266.2	426.096	477.019	1679.91	690.275	421.1
FBtr0088100	1043.16	320.761	330.597	1243.34	1069.54	582.909
FBtr0330619	0.261328	0.0340682	0.0403938	149.134	7.42345e-4	0.0419214
FBtr0088099	770.457	235.791	266.445	1633.69	331.749	252.188
FBtr0330620	1266.2	426.096	477.019	1679.91	690.275	421.1
FBtr0088098	456.723	666.222	803.879	672.03	27.1577	524.66
FBtr0336654	0	51.5138	21.0113	0	43.7515	21.2172
FBtr0336653	1585.38	1142.07	1207.17	1934.17	948.104	861.314
FBtr0086209	421.221	239.791	548.511	866.694	269.94	325.839
FBtr0336655	38.0605	0	0	23.5276	0	2.06602e-6
FBtr0336656	0	0	3.0463e-6	0	0	0.151645
FBtr0086207	989.327	50.6305	16.3078	269.612	55.2046	43.4785
FBtr0086208	59.01	0	0	0	0	0
FBtr0080543	305	107.879	162.612	312	137.738	160.177
FBtr0085858	1256	486	588	1619	612	657
FBtr0082176	2	1	1	0	1	0
FBtr0305901	3628.41	485.317	492.651	2329.61	472.39	336.183
FBtr0076583	1017.59	1368.68	1815.35	1695.39	1351.61	1198.82
FBtr0071344	4354	2663	3267	4722	2388	2734
FBtr0300213	0	0	0	0	0	0
FBtr0303875	0	0	0	0	0	0
FBtr0085767	79	35	38	71	29	26
FBtr0290022	2	0	0	2	0	0
FBtr0346748	0	0	0	0	0	0
FBtr0089343	46.9004	648.493	764.211	1426.02	1533.26	1300.05
FBtr0089357	150.591	72.6766	107.967	132.409	57.1292	63.4601
FBtr0089351	2.65279	0	0	0	0	0
FBtr0089345	1628.18	343.138	448.68	1663.82	63.4139	0.00265324
FBtr0089355	352.63	155.877	165.676	438.102	197.005	217.944
FBtr0089342	435.57	3.71545e-8	6.43219e-6	1.40035e-6	0	1.24922e-8
FBtr0089356	595.073	413.468	426.907	596.669	391.892	363.839
FBtr0089360	502.683	219.278	302.26	1167.49	504.639	425.916
FBtr0089350	0	254.08	412.959	0.00799183	378.785	700.001
FBtr0100286	1425.19	625.202	771.947	1183.02	479.995	364.679
FBtr0089365	153.302	57.6289	97.0331	224.829	103.036	98.5937
FBtr0089347	24.9425	10.5395	0	0.230816	0	0
FBtr0089344	1080.63	448.104	494.317	865.006	452.495	312.691
FBtr0089364	68.6216	32.6182	63.3588	119.208	59.109	41.465
FBtr0089363	574.016	113.734	146.704	492.457	174.126	172.226
FBtr0089352	839.388	348.511	340.822	972.996	320.834	247.414
FBtr0089353	311.292	253.386	373.365	251.166	147.372	209.551
FBtr0089366	43.8297	20.3173	51.0276	62.1129	14.5575	21.9062
FBtr0089361	260.358	85.9962	131.265	860.925	384.916	351.476
FBtr0089346	21.4342	10.2595	17.1197	11.0814	15.1177	22.9303
FBtr0343132	1620.74	601.776	602.382	2147.37	570.961	253.129
FBtr0089348	535.786	139.523	185.74	2881.93	972.904	836.561
FBtr0089359	136.531	53.1444	87.2237	760.511	212.951	217.817
FBtr0089349	4856.55	2405.87	2811.97	1306.18	472.496	527.64
FBtr0089362	408.456	145.149	118.755	472.102	219.592	144.924
FBtr0074403	0	2	1	0	0	0
FBtr0329891	0.5	0	0	0	0	0.5
FBtr0301669	0.5	0	0	0	0	0.5
FBtr0072864	997.477	661.377	1136.18	2780.34	1554.26	1715.64
FBtr0072865	9022.52	4203.62	5078.82	9380.66	3169.74	3398.36
FBtr0310518	0	0	0	0	0	0
FBtr0300643	0	0	0	0.5	0	0
FBtr0079652	154.038	43.0601	21.207	133.5	64.0827	54.0942
FBtr0303472	65.9615	45.9399	113.793	168.5	32.9173	42.9905
FBtr0080590	192	62.8096	120	375	178	198
FBtr0346624	0	19.1904	1.33577e-8	0	0	0
FBtr0304804	1055	343	433	1189	384	446
FBtr0077152	7123	2111	2557	4991.99	1901	1753
FBtr0346674	0	0	0	0	0	0
FBtr0074927	450.881	162.027	199.435	654.465	160.321	211.291
FBtr0333878	254.119	50.9731	50.5645	121.535	67.6789	22.7086
FBtr0082320	52.8896	12	18	48.9236	15	24
FBtr0333670	111.485	15.201	58.3277	116.493	17.9142	30.6393
FBtr0089063	74.8955	41.8525	0	0	1.06894e-6	1.92361
FBtr0089065	79.0561	18.3422	11.2762	33.2236	4.97038	4.49631
FBtr0089069	171.561	16.6095	0	15.9052	28.6609	0.00204254
FBtr0089067	373.003	68.9948	115.396	390.325	132.455	117.939
FBtr0340015	1483.92	989.526	1040.05	1604.66	1009.39	968.507
FBtr0087203	597.076	19.5612	96.236	746.345	38.7455	19.5814
FBtr0088112	1	0	0	0	1	0
FBtr0077962	476	263	331	599	227	281
FBtr0075369	0	0	0	0	0	0
FBtr0344857	2296.24	2085.28	2729.29	0.00244646	2059.22	2690.35
FBtr0080064	3398.76	592.722	630.715	6514	632.784	466.654
FBtr0078062	1714	762	951	2155	873	819
FBtr0100362	144.118	0	2.24994e-5	16.3733	9.84229	38.2223
FBtr0075714	0	0	33.4818	25.073	0	0
FBtr0075715	1545.88	382	461.518	2245.55	601.158	570.778
FBtr0088757	12	3	5	1.46212	3	0.785012
FBtr0345489	0	0	0	9.53788	0	3.21499
FBtr0300130	352	202	256	492	200	190
FBtr0273183	390.33	118.244	157.611	250.145	45.545	86.3833
FBtr0077515	174	83	87	194	70	71
FBtr0273277	5791.71	2817.62	3478.68	3688.26	1935.03	2246.33
FBtr0075159	11.294	38.3784	39.3166	63.7399	9.97302	9.67049
FBtr0080673	0	0	0	0	0	0
FBtr0081233	157	62	93	146	55	67
FBtr0086229	22.0925	13.1114	14.0227	39.0819	16.0344	17.0746
FBtr0070846	444	287	312	401	193	279.812
FBtr0070534	0	0	0	0	0	0
FBtr0332303	1.66703	0	0	2.59989	0	0
FBtr0344078	1.39093	1.08877	0	3.76408	0	0
FBtr0332302	14.1249	3.92639	6.96791	4.78685	6	5
FBtr0332304	3.90608	0	5.03209	6.89742	0	0
FBtr0071341	0	0	1	1	0	0
FBtr0086018	443.788	154.078	182.446	2.70363e-6	125.048	114.373
FBtr0086020	268.107	0	24.3478	340.378	26.6775	20.0555
FBtr0086021	1116.11	229.479	454.813	1003.33	350.388	308.449
FBtr0310667	1248.52	658.273	630.606	1918.63	640.948	684.794
FBtr0310665	35.5014	48.2025	28.1271	46.9775	9.73119	7.91457
FBtr0310666	502.973	141.968	297.66	606.69	195.208	192.413
FBtr0087320	67	47	51	41	28	26
FBtr0301602	78.8489	0	10.4871	156.475	28.4707	0
FBtr0078290	20.811	5.7093	18.4203	14.6379	23.245	0
FBtr0111038	13.7868	0	0	0	0	0
FBtr0078289	635.553	401.291	425.093	427.887	212.284	215
FBtr0075938	330.723	147.366	190.266	285.484	100.237	142.875
FBtr0273237	280.58	0.0654116	1.25422e-4	212.581	8.62234e-7	6.9232e-6
FBtr0075939	137.697	178.569	227.734	180.936	161.763	121.125
FBtr0091765	0	0	0	0	0	0
FBtr0343267	333.182	351.096	484.143	167.432	294.098	319.059
FBtr0072111	255.818	21.9041	10.8566	607.568	10.9021	32.941
FBtr0085900	5013.26	1446.8	1499.62	3317.58	1130.99	1041.43
FBtr0085899	1947.74	620.197	775.38	1078.42	170.011	265.571
FBtr0070098	688.648	482	535.804	1027.06	428	307.455
FBtr0339442	113.638	0	29.1962	0.80933600000000006	0	83.5453
FBtr0339443	247.714	0	0	48.1332	1.43977e-6	1.27614e-7
FBtr0112351	0	0	0	0	0	0
FBtr0346608	798.414	689.706	989.198	652.364	1049.16	734.485
FBtr0089679	1715.84	692.242	747.104	1275.8	930.511	722.886
FBtr0089678	1652.84	848.342	1089.79	2026.91	502.419	546.937
FBtr0301583	796.524	774.462	788.906	1235.18	442.885	782.692
FBtr0084815	210	120	136	222	56	84
FBtr0089674	0	2	1	2	0	1
FBtr0082703	200	84	131	194	70	114
FBtr0305046	18	5	12	18	19	19
FBtr0088258	1329	717	891	1309	537	559
FBtr0074807	3.31591e-5	10.8533	6.20128e-4	2.8679e-4	1.62874e-4	5.42856
FBtr0307537	72.3295	0	0	17.5718	0	2.19881
FBtr0345014	30.6822	0	22.5329	16.8608	11.2751	0
FBtr0074808	0	0	0	0	0	0
FBtr0344733	0	13.1467	0.466462	9.57181	13.7248	3.37263
FBtr0306947	0.545733	5.27336e-6	0.0838586	0.0182637	4.787e-4	5.79499e-7
FBtr0306946	0.240675	0.0127715	83.0328	195.503	0	0.00280723
FBtr0306945	354.214	140.987	82.8834	195.479	104	120.997
FBtr0083443	0	0	0	0	0	0
FBtr0089026	3	0	2	5	5	6
FBtr0072215	33.592	19.5216	0	113.265	0	0
FBtr0072212	0	0	0	0	0	0
FBtr0072217	3087.85	1909.33	2843.07	5601.25	2233.01	2303.29
FBtr0343281	76.6947	23.0422	16.7532	83.0535	24.0552	29.7258
FBtr0072211	1.51642e-8	1.88462e-8	0	0	3.09836e-7	0
FBtr0072214	1518.21	1858.29	1716.85	990.744	1789.15	1695.95
FBtr0072216	5307.39	1159.21	1097.87	5159.38	1101.65	1055.73
FBtr0072218	101.765	60.6073	102.231	65.3319	71.925	91.3791
FBtr0072213	0	0	0	0	0	0
FBtr0079291	203.538	57.3012	68.4633	167.638	22.8684	80.3248
FBtr0079292	0	32.2185	48.1124	34.5559	16.0717	16.1305
FBtr0079293	1341.46	631.48	752.424	1178.81	590.06	571.545
FBtr0076821	911	417	530	933	478	463
FBtr0113172	1	0	0	0	0	1
FBtr0304638	0	0	1	0	0	0
FBtr0332928	1123.18	1107.08	1250.35	2941.98	1200.29	1248.71
FBtr0087699	4410.85	1501.02	1858.18	4503.02	1909.44	1867.45
FBtr0087700	460.335	145.094	241.955	146.373	248.585	193.695
FBtr0305993	316.63	206.807	256.516	530.629	184.679	213.149
FBtr0083137	424	159	181	548	156	217
FBtr0073457	1564	803	899	1869	794	738
FBtr0083947	1322	766	1002	1957	787	794
FBtr0307205	5	0	0	5	3	3
FBtr0299596	0	2	6	0	0	0
FBtr0330087	0	0	0	0	0	0
FBtr0300119	2	0	1	0	0	1
FBtr0085424	130.866	1.80425e-5	10.7928	7.2964e-7	1.98754e-6	2.15623e-6
FBtr0303454	418.503	153.827	172.442	765.639	333.667	272.27
FBtr0303148	142.978	33.6777	54.6142	57.7324	19.9651	15.4727
FBtr0085423	165.724	144.284	205.724	586.788	335.242	333.164
FBtr0085422	1.22697	18.9897	0	36.7345	5.30804	12.8548
FBtr0112673	207.352	910.387	965.099	975.139	1288.68	943.298
FBtr0112672	0	0.00333975	6.01289e-7	0	3.28439e-5	4.14065e-6
FBtr0304957	18584.8	4629.69	5137.33	23254.6	5922.16	5143.12
FBtr0339394	215.969	159.678	87.3998	497.625	396.601	496.973
FBtr0302122	1301.46	689.861	643.003	709.412	661.484	468.034
FBtr0112674	2922	3680.38	4548.16	3757.91	3191.08	3115.54
FBtr0112800	773.231	88.1706	101.374	527.276	98.3396	100.547
FBtr0331242	38.2345	0	1.37881e-4	1.19587	18.5736	0
FBtr0331241	1137.63	197.743	172.377	720.247	264.192	195.556
FBtr0305950	0	0	23.0319	102.463	0	0
FBtr0331239	0	0	0	0	13.3649	0
FBtr0331240	6.96769	5.64317	8.67681	33.5491	0	3.18295
FBtr0081260	301.967	688.8	820.864	1104.72	735.53	611.531
FBtr0083410	404.506	304	390	441.966	289.786	298.463
FBtr0337042	2.49398	0	0	1.72602	2.0093	2.53655
FBtr0340443	999.985	415.979	473.689	1094.69	541.836	371.598
FBtr0074246	0.0864741	0.00858869	199.671	536.619	0.0182511	125.537
FBtr0074247	445.928	225.012	61.6401	0.692354	98.1456	162.865
FBtr0086595	0	0	0	0	0	0
FBtr0085057	2	0	1	0	0	0
FBtr0332675	0	0	0	0	0	0
FBtr0332682	0	0	0	0	0	0
FBtr0332681	48.2197	0.722624	0	8.27652e-4	0	0
FBtr0309042	1641.48	334.06	323.832	706.337	272.764	232.49
FBtr0332678	0	0	0	0	0	0
FBtr0332680	59.3272	17.8565	28.6887	67.1144	15.3436	20.8574
FBtr0332677	0	2.19195e-7	0	13.2048	32.0149	3.4328e-4
FBtr0332674	0	0	0	0	0	0
FBtr0332684	1.32457e-8	0	0	17.9992	0	0
FBtr0332683	0	0	0	0	5.4958	15.0542
FBtr0332679	0	0	0	0	0	0
FBtr0072848	245.97	714.361	699.48	574.344	283.381	265.598
FBtr0332676	0	0	0	0	0	0
FBtr0071905	177	83	127	196	59	93
FBtr0114511	0	1	0	0	0	1
FBtr0072204	1677	755	928	1541	659	770
FBtr0077572	314	183.449	256	203	110.346	135.837
FBtr0075527	6712	3140	3519	6302	3063	2835
FBtr0084579	0.00280957	9.63681e-5	188.11	0.0038056	0	0.012737
FBtr0100516	134.241	7.43712e-8	0.142637	142.067	0	1.36058e-5
FBtr0310445	0	1.34901e-6	66.153	5.74126e-5	0	1.08415e-4
FBtr0100517	0	94.5183	0.538501	92.7014	88.7117	28.5049
FBtr0084578	62.7847	0	1.92989e-6	157.878	0	7.0081
FBtr0100518	409.971	168.482	4.05547	323.349	173.288	251.474
FBtr0307079	1	0	1	2	0	0
FBtr0079153	8	2	5	6	2	1
FBtr0333166	390.229	199.176	193.724	229.656	354.771	238.472
FBtr0087512	318.771	227.824	286.276	406.344	80.2292	110.528
FBtr0078377	439	170	251	507	165	222
FBtr0344210	0	0	0.276496	3.75714	0	0.27285
FBtr0347504	1	1	1.7235	1.24286	0	1.72715
FBtr0079874	135	83	73	155	76	106
FBtr0077084	649	216	264	776	178	226
FBtr0075201	868.942	628	794	895.583	573.313	688
FBtr0333123	503.058	0	0	375.417	7.68653	0
FBtr0302203	0	0	0	0	0	0
FBtr0075258	65	44	42	100	65	51
FBtr0330387	330.5	167.5	195	355.5	154	174.5
FBtr0073437	330.5	167.5	195	355.5	154	174.5
FBtr0076005	1	1	0	1	1	2
FBtr0079799	599	246	272	353	151	151
FBtr0078060	2432.4	1094.79	1428.45	2460.01	1038.78	1199.84
FBtr0080004	19	10.3512	10.3412	16.494	0	4.90427
FBtr0332192	3.93788e-5	0.197085	0.658788	0	13	0
FBtr0332191	0	5.45176	0	8.50602	0	5.09573
FBtr0080139	1	0	0	0	1	1
FBtr0086997	0	1	0	0	0	0
FBtr0329878	0	0	0	0	0	0
FBtr0073655	57	16.4539	16.383	48.7089	16.4167	16.4749
FBtr0346308	0	14.5461	13.617	18.2911	2.58326	17.5251
FBtr0070365	291	262.81	323.736	445.5	200.883	275.573
FBtr0345510	343	16.038	30.0081	395.5	22.7324	32.0436
FBtr0075181	1	0	0	0	2	1
FBtr0345386	0	0	0	0	0	0
FBtr0080414	2	0	0	2	1	1
FBtr0078354	3	2	4	4	1	3
FBtr0088657	253.826	304.047	397	241.087	225.071	305.995
FBtr0339306	617.174	7.95292	0	413.913	3.92907	4.00473
FBtr0078389	15.4948	0.0358988	49.756	152.361	84.3322	106.679
FBtr0078390	233.368	0.574202	146.937	155.235	155.5	87.9752
FBtr0303654	0.00259356	223.725	147.762	283.093	69.544	120.464
FBtr0078391	92.6961	64.8764	41.5448	195.316	20.4033	0
FBtr0303653	114.148	3.77847e-5	2.98439e-6	0.209302	0	0.00470738
FBtr0078392	212.29	84.7881	3.18903e-7	44.7867	8.22054	31.8766
FBtr0306559	177.431	400.263	355.917	207.979	366.221	253.245
FBtr0306563	1.09514e-6	29.1293	1.11488e-6	1.37887e-4	8.81014e-6	0.00123284
FBtr0306562	2023.72	759.382	867.28	2114.36	677.884	665.88
FBtr0306560	249.314	0.00139218	42.9152	169.525	48.2105	60.1493
FBtr0306561	278.535	279.224	420.888	212.131	234.685	284.724
FBtr0304891	140	51	29	48	19	35
FBtr0334454	1326.41	198.921	134.598	625.767	91.3155	43.0315
FBtr0273257	1023.59	1160.08	1509.48	1135.23	855.684	815.969
FBtr0086784	0.808607	0	5.20083e-5	3.12048	72.0308	2.1105e-5
FBtr0086783	3076.02	597.224	713.054	2901.28	584.095	572.116
FBtr0301614	199.167	662.776	822.946	645.602	705.874	570.883
FBtr0085426	0	1	0	0	0	0
FBtr0084674	0	0	0	0	0	0
FBtr0084673	0	0	0	0	0	0
FBtr0345204	416.523	216.676	199.735	926.018	464.373	315.725
FBtr0110796	0	27.4542	57.9741	0	0	0
FBtr0110795	794.995	428.751	510.197	1635.48	579.156	615.362
FBtr0084675	463.715	22.9516	152.694	570.142	160.487	130.139
FBtr0084672	664.767	82.1668	76.4011	682.357	166.984	100.774
FBtr0343277	0.0234583	368.704	323.391	127.978	367.868	408.271
FBtr0343276	26.6879	40.3761	53.539	119.495	28.9455	28.5639
FBtr0343275	25.3309	33.16	23.4553	52.8504	0	24.8303
FBtr0072227	944.958	298.759	414.615	975.676	273.186	290.334
FBtr0346111	3	0	0	0	0	0
FBtr0084043	0	0	1	2	1	1
FBtr0083523	2168	1304	1715	2958	1390	1727
FBtr0333690	0	0	0	0	0	0
FBtr0075221	7	2	3	13	3	4
FBtr0308325	47.2237	0	0	0	0	0
FBtr0308328	76.9077	75.0584	0	93.0517	36.5099	0
FBtr0332622	214.181	118.229	209.771	102.028	58.8173	88.3854
FBtr0332621	320.344	9.85576	7.26457	19.1918	12.4018	1.24195e-5
FBtr0308327	0.161595	0	0	0	41.8151	0
FBtr0308326	0.00126382	18.0629	2.17562e-5	32.3017	1.70338e-5	44.6005
FBtr0308329	3441.18	1234.79	1477.96	3078.43	1216.46	930.014
FBtr0346281	0	0	0	0	0	0
FBtr0305598	0	0	0	0	0	0
FBtr0100614	0.5	0	0	0	0	0
FBtr0344492	0	0	0	2	0	3
FBtr0083874	0	0	0	0	0	0
FBtr0345339	105.05	1.46818	56.4752	113.85	50	0
FBtr0087089	262.171	183.408	80.4372	1.18461e-5	4.33454e-6	14.563
FBtr0087088	49.9465	0	0	0	0	0
FBtr0087090	222.832	29.124	97.0876	24.15	0	34.437
FBtr0343186	0	0	1	0	0	0
FBtr0071989	0	0	0	1	0	0
FBtr0084787	339.454	138	206	381	164	187
FBtr0301664	13.5459	0	0	0	0	0
FBtr0080313	765	504	605	746	330	522
FBtr0083769	4	0	2	6	1	3
FBtr0330247	333.552	126.297	159.134	309.496	132.013	139.932
FBtr0086474	108.448	40.7032	58.8655	44.832	10.9865	14.0678
FBtr0086473	0	3.09871e-6	0	21.6724	0	0
FBtr0084594	2673.21	788.631	360.047	2129.95	367.988	566.484
FBtr0084591	0.0646805	0	6.67392	0	0	31.8055
FBtr0333200	294.223	351.744	269.585	431.542	188.256	219.204
FBtr0333201	161.066	44.8535	48.9498	100.814	45.5445	0
FBtr0333202	94.8644	0	74.7764	93.8773	70.8069	21.6167
FBtr0084592	578.433	567.67	1279	954.894	971.208	651.54
FBtr0300310	0	0	0	0	0	0
FBtr0083821	2595.26	1459.33	1881.08	3013.92	1458.33	1423.34
FBtr0344354	179.725	49.9599	24.9179	161.133	49.895	6.24958
FBtr0344352	12.0194	23.7028	0	9.21797	0	0
FBtr0344353	0	21.0101	0	17.207	67.7763	34.6715
FBtr0344351	2.07973e-8	0	0	145.526	0	55.7372
FBtr0334835	0	0	0	0	0	0
FBtr0334836	0	0	0	0	0	1
FBtr0079436	0	2	0	0	0	0
FBtr0079437	0	0	0	0	0	0
FBtr0082368	529	240	329	530	212	251
FBtr0081338	377.569	13.5251	0	175.765	0	6.78697
FBtr0081339	36.4314	200.475	223	222.235	169	197.213
FBtr0087355	287.603	80.2754	101.566	214.564	55.2225	86.7019
FBtr0300639	0	0	0.666667	0	0.666667	0
FBtr0302905	162.533	38.5334	70.8188	42.8268	3.25489	11.2382
FBtr0302907	129.746	36.6787	52.8907	48.6013	40.7178	20.3873
FBtr0300000	0	37.9604	9.30731	37.8581	24.7012	30.5544
FBtr0302906	0	15.2642	0	37.155	17.302	0
FBtr0300001	115.292	92.5632	166.983	147.464	81.0241	74.82
FBtr0343357	94.4297	0	0	19.0946	0	0
FBtr0332055	75.392	41.3925	12.2212	101.173	15.5074	48.7242
FBtr0076087	60.645	0.145182	0.124077	957.031	0.0563539	0.200606
FBtr0301816	380.735	924.893	804.907	44.6467	626.433	859.76
FBtr0076088	2046.23	177.569	542.748	1508.96	530.003	172.315
FBtr0076086	1.58594e-5	0	0	8.18912	0	0
FBtr0343226	0	0	0	0	0	0
FBtr0079078	0	0	1	0	1	0
FBtr0307038	0	0	0	0	0	0
FBtr0307037	0	0	0	0	0	0
FBtr0307039	0	0	0	0	0	0
FBtr0079079	0	0	0	0	0	0
FBtr0445674	0	0	0	0	0	0
FBtr0091510	1	0	0	0	0	0
FBtr0302607	57.1987	14.8936	13.5558	64.8128	26.9132	14.3622
FBtr0302609	112.775	235.807	142.86	154.204	104.255	172.989
FBtr0085677	20.9911	6.10673	20.7453	12.4979	6.75358	6.78067
FBtr0085678	10.6622	0	3.77537	20.8322	8.70814	6.571
FBtr0335443	0	0	0	1.2052	0	9.10517e-8
FBtr0085673	0	0	0	0	0	0
FBtr0302606	1.75491	0	0.67295	3.89325	1.4477	0.921057
FBtr0085675	0.398634	0	0	0.0261522	0	0
FBtr0302605	0.0125	0	0	0.00186273	0	0
FBtr0085674	3.59344	0	8.52307	12.8259	3.58423	5.40222
FBtr0302608	179.796	15.6119	230.022	289.05	92.2963	111.482
FBtr0302610	0	0	0	0	0	0
FBtr0335444	52.2905	0	0	22.8665	0	39.2956
FBtr0335445	6.24615e-7	0	0	23.6857	0	30.7029
FBtr0302313	13.7475	30.0042	0	24.5149	11.3329	5.42618e-7
FBtr0085676	378.779	107.576	79.8454	354.584	168.709	104.493
FBtr0086918	0	2	2	1	4	2
FBtr0083428	349	136	181	341	128	152
FBtr0303797	16.1619	8	10	20	10	8
FBtr0332356	12.8381	0	0	0	0	0
FBtr0078401	5	5	2	4	0	3
FBtr0301294	74.5124	0	0	22.5163	0	0
FBtr0301293	433.386	411.034	814.573	865.215	571.782	451.692
FBtr0300374	3.63666e-8	0	0	0	0	0
FBtr0077372	0.440987	72.0409	33.7993	206.699	123.61	119.635
FBtr0077371	324.856	76.2237	81.0221	152.462	49.5215	95.4267
FBtr0077373	1034.44	332.339	115.974	291.75	79.5704	112.433
FBtr0301292	1385.01	611.413	768.817	1985.44	579.709	684.188
FBtr0300373	185.352	69.9498	42.8153	163.918	85.808	42.625
FBtr0075352	1298.96	751.527	897.43	1174.58	536.326	728.947
FBtr0075351	11.7021	0	0	10.2969	0	0
FBtr0075353	102.334	33.4729	35.5698	28.1238	37.6743	28.0534
FBtr0082625	4	2	4	4	0	1
FBtr0085279	0	0	0	0	0	0
FBtr0076361	842.358	0	33.249	891.084	33.2841	66.689
FBtr0332688	26.6416	414	434.751	83.9162	388.716	333.311
FBtr0083424	144.873	103.216	131.033	272.221	147.597	189.093
FBtr0083423	463.851	127.891	190.266	337.779	74.4619	59.6045
FBtr0083422	27.2753	18.8926	12.7011	0	31.941	18.302
FBtr0079352	704.48	785	1050	1415.89	862	848
FBtr0346584	811.52	0	0	524.107	0	0
FBtr0071348	188	112	151	179.863	92	97
FBtr0333477	0	0	0	27.137	0	0
FBtr0303285	7.45419e-8	0	0	5.92237e-5	0	32.3087
FBtr0310015	46.2726	0	0	42.6715	0	0.0282326
FBtr0111009	0.53645	63.1996	0.0179205	0	10.5119	4.78035e-7
FBtr0303286	138.676	0.0424949	63.2243	82.8617	24.3003	0
FBtr0310014	5.97749e-7	23.6597	22.3972	63.376	36.8503	4.75974e-5
FBtr0310016	114.512	30.0982	10.0516	250.507	113.077	98.4489
FBtr0073955	0.00236149	0	17.309	29.5834	26.2607	21.2141
FBtr0081878	56	50.0237	61	70	32.7005	36.2817
FBtr0081069	0	7	9	2.16521e-7	9	13
FBtr0343824	32	0	0	20	0	0
FBtr0089253	66.4038	0	1.18142e-4	57.6365	0	37.659
FBtr0089254	1980.6	421	401	1501.36	495	376.341
FBtr0071783	1	0	0	1	1	1
FBtr0088321	0	0	0	0	0	0
FBtr0336810	144.404	23.0726	19.3224	84.5841	28.4229	19.0822
FBtr0336812	288.301	84.1494	107.806	421.94	137.467	99.5869
FBtr0336811	123.829	43.9168	1.31964	1.16077	0.0986726	0.511003
FBtr0336809	4165.47	2000.86	2462.55	5290.31	2116.01	2081.82
FBtr0303268	1030	658	925	1287	703	675
FBtr0112497	0	0	0	0	0	0
FBtr0073915	0	0	0	0	0	0
FBtr0339816	4.62115	0	0	7	2.35767	0
FBtr0071064	2.37885	0	4	0	4.64233	4
FBtr0072985	172	109	152	290	150	154
FBtr0077524	1197	655	983	3078	1174	1373
FBtr0345289	0	0	0	0	0	0
FBtr0112461	0	0	0	0	0	0
FBtr0308599	274.918	166.258	77.241	236.235	121.432	100.026
FBtr0299745	148.979	585.227	701.067	0	434.087	536.758
FBtr0299748	1083.6	0.00452142	33.5623	1251.56	80.4686	104.52
FBtr0308598	292.037	157.894	68.9134	240.187	131.973	100.2
FBtr0299752	91.5684	283.796	334.788	0	174.478	247.034
FBtr0299744	1880.89	947.457	1243.29	1601.35	887.928	681.492
FBtr0299753	132.245	191.087	229.938	192.435	201.494	120.256
FBtr0299751	287.452	88.5144	236.994	378.922	170.028	104.093
FBtr0299743	0.00441724	6.21287	16.5925	10.5102	4.11127	21.5336
FBtr0299747	486.235	263.798	336.677	612.979	332.599	230.843
FBtr0308600	36.5974	0	0	0	0	0
FBtr0299750	2.40863	120.795	80.4396	0	54.8422	2.3668e-7
FBtr0299749	81.1541	0.00317842	12.7126	7.16715e-5	35.9207	4.1691e-5
FBtr0336461	296.911	132.941	100.456	141.031	80.7153	59.304
FBtr0299742	1367	0.0126136	64.3323	1950.79	161.921	192.942
FBtr0301037	8.47222	0	0	33.8889	0	0
FBtr0343490	48.5278	24	26	39.1111	28	20
FBtr0300516	565.99	14.7088	0.191157	1035.23	0.0841028	371.549
FBtr0300515	1.92363	0.00132713	0.18357	233.576	121.131	12.677
FBtr0300511	64.8403	13.5301	6.62208	29.994	22.8603	5.0984
FBtr0300513	573.392	346.63	466.798	112.923	330.049	32.5899
FBtr0299633	36.5272	9.70913	12.8138	47.5953	7.22015	11.0622
FBtr0300512	48.2608	9.35414	11.9402	0	4.89443	0
FBtr0300514	464.467	200.894	143.865	459.608	188.049	166.476
FBtr0331759	4.18039	0	0	42.2519	14.0907	6.06672
FBtr0299632	42.9139	13.1711	8.61888	18.0141	18.8638	3.27976
FBtr0085587	0	10	0	0	4	3
FBtr0085586	4	0	6	14	0	0
FBtr0301195	182.328	73.4293	126.407	221.334	59.2244	38.0088
FBtr0087899	173.672	108.571	99.5926	138.666	55.7756	100.991
FBtr0082344	17942	9728.39	12413.3	19698.1	9727.07	12396.4
FBtr0347181	2004.95	21.6056	16.7089	2306.87	23.9348	21.6419
FBtr0305133	4.43218e-6	1.46835e-6	2.41308e-6	3.23079e-6	1.88527e-6	0
FBtr0078891	19.4588	8	14	41	28	24
FBtr0333922	8.54118	0	0	0	0	0
FBtr0089047	0	0	0	0	0	0
FBtr0302562	0	0	0	0	0	0
FBtr0452163	0	0	0	0	0	0
FBtr0080198	23	3	4.00733	18	2	3
FBtr0302939	0	0	0	0	0	0
FBtr0087819	0	1	2	1	1	0
FBtr0334519	0.00483319	0	0	0.00334441	0	0
FBtr0334518	0.995167	0	0	0.996656	0	0
FBtr0084919	0	0	0	0	0	0
FBtr0346108	0	0	0	0	0	0
FBtr0334984	0	0	4	0	0	0
FBtr0112953	2.04439	6.91252e-4	0	9.32924e-4	4.05095e-4	0.00176852
FBtr0304609	0	3.75737	0	7.57156	3.79513	6.52113
FBtr0089393	0	0.238094	0	0.421892	0.201955	0.468003
FBtr0304610	10.9556	0.0038423	0	0.00561715	0.00250993	0.00909816
FBtr0077529	0	0	0	0	0	0
